Post_ID: 2514612068813197256	|Post_Code: CLlslqFhU_I	|Owner_ID: 3264184642	|Likes: 27	|Time_Stamp: 1613985139	|Tags: ['#at', '#at2019', '#atnobo2019']	|Caption: #at #at2019 #atnobo2019
Post_ID: 2084180091882430146	|Post_Code: BzsfsBIl97C	|Owner_ID: 8126764409	|Likes: 123	|Time_Stamp: 1562673649	|Tags: ['#appalachiantrail', '#harlemvalley', '#hikerportrait', '#makeportraits', '#pawlingny', '#hudsonvalley', '#makeportraitsnotwar', '#harlemvalleyatcommunity', '#upstateny', '#trailmagic', '#humansofnewyork', '#dutchesscounty', '#environmentalportrait', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#athiker2019', '#atnobo2019', '#trektheat', '#appalachiantrailthruhike', '#wildeast', '#hitthetrail', '#whiteblaze', '#ATclassof2019', '#appalachianhikers', '#putnamcountyny', '#fahnestockstatepark', '#womenwhohike']	|Caption: Ding Dong, a baker and teacher from Hamburg, Germany, has a thing for Ding Dongs....as you can see! She has a wonderful spirit and is a ton of fun to hang out with.<br><br>We had been in touch with Ding Dong for some time working on arranging a time to meet up for photographs. Luckily we made it work in two locations. First at Fahnestock State Park for a few images on the trail and again in the Village of Pawling at Murrow Park where lots of thru-hikers camp.<br><br>When we met up in Pawling, first went and had dinner together at @tacocones , which has the best street tacos around, with Ding Dong and her group. Then gave them a ride to the store and to the park/camping site. It was awesome to be able to spend some time with her and some other hikers. Taking photos is fun, but getting to know the people it even better!<br><br>Ding Dong hit the trail with her father Reset on March 15th for their NOBO thru-hike and even with a few set backs is really enjoying the trail! 📸Photos by: @justin_goodhart_photography<br>#appalachiantrail #harlemvalley #hikerportrait . .<br>.<br>.<br>.<br>#makeportraits #pawlingny #hudsonvalley  #makeportraitsnotwar #harlemvalleyatcommunity @harlemvalleyatcommunity @nynjtc @iloveny #upstateny @appalachiantrail  #trailmagic #humansofnewyork #dutchesscounty #environmentalportrait #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy @appalachianmountainclub @georgiatomaine @appalachian.trail #athiker2019 #atnobo2019 #trektheat  #appalachiantrailthruhike  #wildeast #hitthetrail #whiteblaze #ATclassof2019 #appalachianhikers @appalachianhikers #putnamcountyny #fahnestockstatepark #womenwhohike
Post_ID: 2084175138107187980	|Post_Code: Bzsej7klGMM	|Owner_ID: 5449861615	|Likes: 91	|Time_Stamp: 1562673059	|Tags: ['#appalachiantrail', '#appalachianthruhike', '#atclassof2019', '#atnobo', '#atnobo2019', '#thruhike', '#optoutside', '#hikerhunger', '#hikertrash', '#appalachiantrail2019', '#hikerfeed', '#tramily']	|Caption: When we decided to head up to Baxter State Park, we took the scenic route. And by that, I mean we stopped to see our people. Of course we couldn't catch everyone. But we made stops in Clarence Fahnestock state parK(NY), Great Barrington (MA), Manchester Center (VT), New Gloucester (ME), and Millinocket (ME). We even ran into Samurai Blue, the man who kindly picked us up when I was injured outside of Harper's Ferry. He saw us on our worst day in West Virginia, and happened to be there to celebrate on our best day in Maine. The trail is a small world. We could think we were in the middle of nowhere and still run into a friend. If we spent any time with you at all, we are so grateful for you. Pretty much everyone we've met is our tramily. And we love you so dearly!<br>.<br>.<br>.<br>.<br>#appalachiantrail #appalachianthruhike #atclassof2019 #atnobo #atnobo2019 #thruhike #optoutside #hikerhunger #hikertrash #appalachiantrail2019 #hikerfeed #tramily
Post_ID: 2083840163447898439	|Post_Code: BzrSZaHAQFH	|Owner_ID: 191290861	|Likes: 38	|Time_Stamp: 1562633127	|Tags: ['#2019appalachiantrailthruhike', '#appalachiantrail', '#atthruhike', '#atnobo2019', '#georgiatomaine', '#at2019', '#traillife', '#backpacking', '#adventureawaits', '#explore', '#exploremore', '#optoutdoors', '#thruhiker', '#katahdinorbust', '#ichallengeyoutoalloutlife', '#thetrek', '#backpackerradio', '#TrektheAT']	|Caption: Day 97 | Hiked 14.2 | Mile 1251.8 |<br>Thanks everyone for all the birthday wishes, you guys are amazing. Had allot of rain come thru about 10pm last night and didn’t stop until 9:30am. Woke up to a nice puddle under my feet. Got up and going about 10, after the rain had stopped and packed up camp. Did allot of boulder hopping, with a 35lb pack on it was pretty funny to watch but with the recent rain everything was slick. Never fell but had a few close calls, just took it nice and slow. Got to PA 309 about 1ish and was going to have a nice birthday lunch at the Blue Mtn Summit restaurant but they had gone out of business, that sucked, so i was relegated to eating the rest of my fig newtons, 😂. The sun finally popped out from behind the clouds about 4:30pm. I walked up to a parking lot about 2 miles south of the shelter and set my wet tent up to dry for a bit. It didn’t take but 30 minutes for it to be bone dry, live the material these things are made of. Got into camp about 7ish and found a nice tent site up on the ridge line at the Bake Oven Knob Shelter. I’d rate this one as a 8.8, no view but also a good distance from water. Thanks for all the love and support. 🏕🚶‍♂️⛰ Hike on...<br>#2019appalachiantrailthruhike #appalachiantrail #atthruhike #atnobo2019 #georgiatomaine #at2019 #traillife #backpacking #adventureawaits #explore #exploremore #optoutdoors #thruhiker #katahdinorbust #ichallengeyoutoalloutlife #thetrek #backpackerradio #TrektheAT
Post_ID: 2083754583524796283	|Post_Code: Bzq-8DmFmd7	|Owner_ID: 8126764409	|Likes: 68	|Time_Stamp: 1562622925	|Tags: ['#fahnestockstatepark', '#putnamvalleyny', '#appalachiantrail', '#hikerportrait', '#makeportraits', '#hudsonvalley', '#photoshoot', '#clarencefahnestockstatepark', '#nysparks', '#makeportraitsnotwar', '#upstateny', '#trailmagic', '#humansofnewyork', '#putnamcountyny', '#environmentalportrait', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#athiker2019', '#atnobo2019', '#trektheat', '#wildeast', '#hitthetrail', '#whiteblaze', '#ATclassof2019', '#appalachianhikers', '#lashing', '#sectionhiker']	|Caption: Scuba Steve is on his last 1000 miles of a section hike of the Appalachian Trail.  We met him on his NOBO (LASHing) section in Fahnestock State Park a little over a week ago.  It was a really hot day, so we were also happy to provide a few cold drinks as well as free trail hiker portraits! <br>Scuba Steve comes from Boston, MA and took to the trail for his last section on Jun 14th. <br>Have a great rest of your hike Scuba Steve! 📸photos by: @justin_goodhart_photography<br>#fahnestockstatepark #putnamvalleyny #appalachiantrail #hikerportrait . .<br>.<br>.<br>.<br>#makeportraits #hudsonvalley #photoshoot #clarencefahnestockstatepark #nysparks #makeportraitsnotwar  @nynjtc @iloveny #upstateny @appalachiantrail  #trailmagic #humansofnewyork #putnamcountyny  #environmentalportrait #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy @appalachianmountainclub @georgiatomaine @appalachian.trail #athiker2019 #atnobo2019 #trektheat  #wildeast #hitthetrail #whiteblaze #ATclassof2019 #appalachianhikers #lashing #sectionhiker @appalachianhikers
Post_ID: 2083687477378734780	|Post_Code: BzqvriIFtq8	|Owner_ID: 5449861615	|Likes: 97	|Time_Stamp: 1562614925	|Tags: ['#appalachiantrail', '#appalachianthruhike', '#atclassof2019', '#atnobo', '#atnobo2019', '#thruhike', '#optoutside', '#hikerhunger', '#hikertrash', '#appalachiantrail2019', '#hikerfeed', '#bangor', '#maine', '#orono', '#bogwalk', '#boardwalk', '#plants']	|Caption: On our road trip up to Baxter we stopped in the town of Bangor, Maine. This town is so cute and friendly. We enjoyed an awesome breakfast and coffee at a local shop. When they realized we were traveling, a barista there recommended we check out the Big Boardwalk in Orono. We decided to do it even though an ominous storm was rolling in, and I am so glad we did. The storm created a certain apocalyptic vibe and made it even more exciting. And the plant life was fascinating! Pitcher plants, irises, etc etc. @willhembree  and @stephenrhornbeck ... Eat your heart out!<br>.<br>.<br>.<br>.<br>#appalachiantrail #appalachianthruhike #atclassof2019 #atnobo #atnobo2019 #thruhike #optoutside #hikerhunger #hikertrash #appalachiantrail2019 #hikerfeed #bangor #maine #orono #bogwalk #boardwalk #plants
Post_ID: 2083592655759211291	|Post_Code: BzqaHsnI_sb	|Owner_ID: 10352112610	|Likes: 83	|Time_Stamp: 1562603621	|Tags: []	|Caption: When you decide to take a zero day to celebrate a friend birthday... Hiker trash in town! 🎉🎂
Post_ID: 2083449799877928669	|Post_Code: Bzp5o3tFSbd	|Owner_ID: 5449861615	|Likes: 78	|Time_Stamp: 1562586592	|Tags: ['#zonked', '#katahdin', '#upperbodystrength', '#sore', '#hikerhobble', '#done', '#content', '#wedidit', '#appalachiantrail', '#appalachianthruhike', '#atclassof2019', '#atnobo', '#atnobo2019', '#thruhike', '#optoutside', '#hikerhunger', '#hikertrash', '#appalachiantrail2019', '#hikerfeed']	|Caption: Climbing Mt. Katahdin got us like 😴<br><br>But seriously... We've never hiked and then had sore ARMS before! Yeesh!<br>.<br>.<br>.<br>.<br>.<br>.<br>#zonked #katahdin #upperbodystrength #sore #hikerhobble #done #content #wedidit #appalachiantrail #appalachianthruhike #atclassof2019 #atnobo #atnobo2019 #thruhike #optoutside #hikerhunger #hikertrash #appalachiantrail2019 #hikerfeed
Post_ID: 2083431430361519284	|Post_Code: Bzp1djwlRS0	|Owner_ID: 8126764409	|Likes: 77	|Time_Stamp: 1562584402	|Tags: ['#appalachiantrail', '#harlemvalley', '#hikerportrait', '#makeportraits', '#pawlingny', '#hudsonvalley', '#photoshoot', '#makeportraitsnotwar', '#harlemvalleyatcommunity', '#upstateny', '#trailmagic', '#humansofnewyork', '#dutchesscounty', '#environmentalportrait', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#athiker2019', '#atnobo2019', '#trektheat', '#appalachiantrailthruhike', '#wildeast', '#hitthetrail', '#whiteblaze', '#ATclassof2019', '#appalachianhikers', '#putnamcountyny', '#fahnestockstatepark']	|Caption: We got to meet up with Reset twice.  As we originally planned at Murrow Park in Pawling, NY, but also at Fahnestock State Park a few days earlier.  I happened to be near Fahnestock and stopped quick where the trail crosses Route 301, and not 5 min after stopping Reset came walking out of the woods.  What a happy coincidence. <br>Reset is from Hamburg, Germany and is here hiking the AT with his daughter, Ding Dong (her pictures are coming soon). They started their NOBO thru-hike on March 15th.  It was great meting them an getting to hang out on two different days!<br><br>Have a great rest of your hike Reset! 📸Photos by: @justin_goodhart_photography<br>#appalachiantrail #harlemvalley #hikerportrait . .<br>.<br>.<br>.<br>#makeportraits #pawlingny #hudsonvalley #photoshoot #makeportraitsnotwar #harlemvalleyatcommunity @harlemvalleyatcommunity @nynjtc @iloveny #upstateny @appalachiantrail  #trailmagic #humansofnewyork #dutchesscounty #environmentalportrait #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy @appalachianmountainclub @georgiatomaine @appalachian.trail #athiker2019 #atnobo2019 #trektheat  #appalachiantrailthruhike  #wildeast #hitthetrail #whiteblaze #ATclassof2019 #appalachianhikers @appalachianhikers #putnamcountyny #fahnestockstatepark
Post_ID: 2083098408068897341	|Post_Code: BzopvclINo9	|Owner_ID: 10352112610	|Likes: 93	|Time_Stamp: 1562544703	|Tags: []	|Caption: Welcome to Massachusetts! Another state down, 4 more to go! 🍃🏔
Post_ID: 2083084748585967389	|Post_Code: BzomorMgB8d	|Owner_ID: 191290861	|Likes: 28	|Time_Stamp: 1562543074	|Tags: ['#thruhikerproblems', '#2019appalachiantrailthruhike', '#appalachiantrail', '#atthruhike', '#atnobo2019', '#georgiatomaine', '#at2019', '#traillife', '#backpacking', '#adventureawaits', '#explore', '#exploremore', '#optoutdoors', '#thruhiker', '#katahdinorbust', '#ichallengeyoutoalloutlife', '#thetrek', '#backpackerradio', '#TrektheAT']	|Caption: Day 96 | Hiked 18.4 | Mile 1238 |<br>Today was a good day, had some boulder hoping, some rocky sections and some muddy sections. Headed out if Port Clinton about 9:15am and was greeted with some familiar faces as soon as I stepped foot back on trail. Mtn Sage, Joe and Sketch had just got back on trail from taking a zero yesterday in Hamburg, PA. Glad I didn’t head that way, rooms were $150 dollars per night! Thats not on a hikers budget, thats like 2 weeks of food in trail, 🙄. Had about a 1000ft climb out of town where we would cruise at about 1500ft for most of the day. Had a few storms come through last night and cooled it off a little and had a little breeze, which felt great. Made it up to Pulpit Rock (pictured) around 1pm, which had a great view of the PA countryside. Took a little lunch and checked out the Pulpit Rock Astronomical Park about 100ft away. It was an amateur astronomical observation center with huge telescopes. Since it was Sunday, there were allot if families and day hikers out looking at the views, very popular section of trail. Made it down to Eckville Shelter with the intention to stay the night but all the tent pads were taken. It was a nice shelter with a shower, fully enclosed shelter and nice toilet, but i pressed on to find a place to set up my tent. Made the little climb up to Dan’s Pulpit which was infested with rocks and boulders, but finally found some flat ground with no sharp pointy rocks. Legs and feet are feeling good. Love to resupply and get new food but always sucks coming out of town with a full food bag weighing my pack down, 😂 #thruhikerproblems thanks for all the love and support. 🏕🚶‍♂️⛰ Hike on...<br>#2019appalachiantrailthruhike #appalachiantrail #atthruhike #atnobo2019 #georgiatomaine #at2019 #traillife #backpacking #adventureawaits #explore #exploremore #optoutdoors #thruhiker #katahdinorbust #ichallengeyoutoalloutlife #thetrek #backpackerradio #TrektheAT
Post_ID: 2083083764939316047	|Post_Code: BzomaXGl1tP	|Owner_ID: 5449861615	|Likes: 303	|Time_Stamp: 1562542957	|Tags: []	|Caption: In Lehighton, PA I spent hours talking with a dear friend of ours who thru-hiked in 2014. She told me about how the word "contentment" popped into her mind as she climbed one of the last mountains before Katahdin, with her finish-line just in sight. "That's it. That's the word I'm looking for, to describe this feeling I have out here," she thought. I remember telling her that I was glad she had that epiphany on a mountaintop before Katahdin, "so you wouldn't think contentment was something Katahdin gave to you. It was something you found in yourself on the way there." I won't forget how she smiled at me when I said that.<br><br>Blue and I were at the Dover Oak tree near Pawling, New York when we decided to end our hike. Not out of defeat, homesickness, or injury. But out of contentment. It was a sunny and beautiful day. We were in the presence of new friends, trail magic, and an old tree that started to feel like a friend, too. It felt right. We didn't come out here for one of us to drive all day and the other to hike alone. We weren't out here to prove anything, to go though the motions when our heart isn't in it, or to be stubborn about hiking every mile when we found our Katahdin long ago in each other. We came out here to climb mountains and dip into valleys together. And man, we did just that. <br>So we began a road trip. We connected with as much tramily as we could for final hugs and laughs and "see you laters". And we made our way to Baxter State Park.<br><br>Today, we summitted Katahdin not to find contentment, but to declare that we already had it. We are so proud of ourselves and each other. We are different now. Changed and strengthened in ways we never expected. And so ready to take every ounce of this learning and inspiration to our adventures back home!
Post_ID: 2082373760506523051	|Post_Code: BzmE-b8le2r	|Owner_ID: 6733667519	|Likes: 81	|Time_Stamp: 1562458318	|Tags: []	|Caption: DAY 83/84/85/86: Pet donkeys, views for days, and recalibration. After getting back on trail (Day 84) following a busy month of ‘life things’ unrelated to trail, I am again moving towards Maine.<br><br>The time off was exceptional. I spent it with people I love so, so deeply. Coming back to trail (Al dropped me off 😊) and starting up the work of connecting with all the new people I’m surrounded by reminds me to cherish the people I already have. It’s lonely out here, even surrounded by hikers. Yet I know to keep going, because there’s a lesson around every flash of pain on trail. So I sit with it. Or...hike with it, rather.<br><br>Also, the donkey has a few groundhog friends who are bumbling mischievously around the ‘Secret Shelter’ and—I suspect, somehow—may be responsible for the nuts that keep clamoring down and rolling off the tin roof. They are peeking their heads over the porch right now as if to say ‘we know you’re talking about us’ 😈
Post_ID: 2082319113673394318	|Post_Code: Bzl4jOHgkiO	|Owner_ID: 191290861	|Likes: 25	|Time_Stamp: 1562451803	|Tags: ['#2019appalachiantrailthruhike', '#appalachiantrail', '#atthruhike', '#atnobo2019', '#georgiatomaine', '#at2019', '#traillife', '#backpacking', '#adventureawaits', '#explore', '#exploremore', '#optoutdoors', '#thruhiker', '#katahdinorbust', '#ichallengeyoutoalloutlife', '#thetrek', '#backpackerradio', '#TrektheAT']	|Caption: Day 95 | Zero day | Mile 1220.4 |<br>First polar bear sighting on trail. 🤣😂🤷‍♂️<br>#2019appalachiantrailthruhike #appalachiantrail #atthruhike #atnobo2019 #georgiatomaine #at2019 #traillife #backpacking #adventureawaits #explore #exploremore #optoutdoors #thruhiker #katahdinorbust #ichallengeyoutoalloutlife #thetrek #backpackerradio #TrektheAT
Post_ID: 2082136449345575055	|Post_Code: BzlPBGtItiP	|Owner_ID: 10352112610	|Likes: 80	|Time_Stamp: 1562430028	|Tags: []	|Caption: We did it! 1,500 miles and 700 to go! It’s really hot and humid at the minute so we wake up early to beat the hit. Otherwise the trail is beautiful over here!
Post_ID: 2081656929677143749	|Post_Code: Bzjh_LNou7F	|Owner_ID: 10352112610	|Likes: 130	|Time_Stamp: 1562372865	|Tags: []	|Caption: We made it to Connecticut, soon we will be heading to Massachusetts and we are almost at mile 1,500! So many exiting things happening! 🏔🍃 Credit photo @jonathanmileslevy
Post_ID: 2081639683292586629	|Post_Code: BzjeENRAuKF	|Owner_ID: 191290861	|Likes: 16	|Time_Stamp: 1562370809	|Tags: ['#2019appalachiantrailthruhike', '#appalachiantrail', '#atthruhike', '#atnobo2019', '#georgiatomaine', '#at2019', '#traillife', '#backpacking', '#adventureawaits', '#explore', '#exploremore', '#optoutdoors', '#thruhiker', '#katahdinorbust', '#ichallengeyoutoalloutlife', '#thetrek', '#backpackerradio', '#TrektheAT']	|Caption: Day 94 |Hiked 18.5 | Mile 1220.4 |<br>Another humid night out on the PA portion of the AT. That campsite last night was epic. Around 8pm a crew of 3 dudes I’ve been leapfrogging with showed up at camp. I dared rambles to swing into the pond, he didn’t even hesitate, took his phone out, took his shoes off and tarsaned it right into the pond. I went next and the rest followed, water was definitely on the cold side but it felt amazing. We didn’t last long though, the mosquitoes thought it was supper time once the sun went down. The next morning, did the normal routine then got back on trail. Had a few really rocky sections but today the mud was my nemesis. We had a few storms roll through yesterday and it just sat on top of the trail, making us slip and slide everywhere, 🤣. Had about 18 miles into Port Clinton, PA and got into town about 4pm. Had a STEEP climb down into town, I couldn’t imagine going south on the AT and having to climb that with a pack, oofta. Port Clintons is a nice little trail town and is about 2 miles outside of Hamburg which has a Walmart and Wawa, gunna do a resupply there tomorrow. Planning on a zero tomorrow if everything goes right, be nice to get out if the heat for a bit. Have a good night everyone. Thanks for all the love and support. Hike on...<br>#2019appalachiantrailthruhike #appalachiantrail #atthruhike #atnobo2019 #georgiatomaine #at2019 #traillife #backpacking #adventureawaits #explore #exploremore #optoutdoors #thruhiker #katahdinorbust #ichallengeyoutoalloutlife #thetrek #backpackerradio #TrektheAT
Post_ID: 2081561988811942276	|Post_Code: BzjMZmpF2mE	|Owner_ID: 8126764409	|Likes: 53	|Time_Stamp: 1562361547	|Tags: ['#makeportraits', '#pawling', '#pawlingny', '#hudsonvalley', '#photoshoot', '#makeportraitsnotwar', '#harlemvalleyatcommunity', '#upstateny', '#trailmagic', '#humansofnewyork', '#dutchesscounty', '#environmentalportrait', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#edwardrmurrowpark', '#athiker2019', '#atnobo2019', '#trektheat', '#nikkor50mmf18', '#appalachiantrailthruhike', '#wildeast', '#hitthetrail']	|Caption: Meet Diesel.  Always slow to get started in the morning and hauling a heavy pack, but boy does he make up the miles once he gets going !!!!! He’s a flip flop hiker from Austin and started the trail in Shenandoah with his wife in April 28th. Unfortunately she injured her shoulder and had to give up the trail ... Always nice to photograph our subjects outside the Gallery in Pawling 😎<br>📸 @jane_haslam_photography .<br>. #makeportraits #pawling #pawlingny #hudsonvalley #photoshoot #makeportraitsnotwar #harlemvalleyatcommunity @harlemvalleyatcommunity @nynjtc @iloveny #upstateny @appalachiantrail  #trailmagic #humansofnewyork #dutchesscounty  #environmentalportrait #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy #edwardrmurrowpark @appalachianmountainclub @georgiatomaine @appalachian.trail #athiker2019 #atnobo2019 #trektheat #nikkor50mmf18  #appalachiantrailthruhike @dutchesstourism #wildeast #hitthetrail
Post_ID: 2081059035793512776	|Post_Code: BzhaCrJFtlI	|Owner_ID: 3125377700	|Likes: 615	|Time_Stamp: 1562301590	|Tags: ['#appalachiantrail', '#harlemvalley', '#pawlingny', '#hikerportrait', '#withguthook', '#pawlingny', '#hudsonvalley', '#photoshoot', '#makeportraitsnotwar', '#harlemvalleyatcommunity', '#trailmagic', '#dutchesscounty', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#edwardrmurrowpark', '#athiker2019', '#atnobo2019', '#trektheat', '#appalachiantrailthruhike', '#whiteblaze', '#womenwhohike', '#ATclassof2019', '#longexposure', '#longexpo', '#sparklers', '#happy4th', '#lightwriting']	|Caption: "Happy 4th of July to all you awesome hikers, angels, volunteers and lovers of the Appalachian Trail! We hope you enjoy the day and are as thankful as we are to have the truly special trail as part of lives.<br>⠀⠀<br>This image is from Monday night in Pawling, NY. I was photographing some hikers at Murrow Park and Ten More was kind enough, and talented enough, to draw this AT symbol with sparklers! 📸photo by: @justin_goodhart_photography “<br>⠀⠀<br>#appalachiantrail #harlemvalley #pawlingny #hikerportrait . .<br>.<br>.<br>.<br>#withguthook #pawlingny #hudsonvalley #photoshoot #makeportraitsnotwar #harlemvalleyatcommunity @harlemvalleyatcommunity @nynjtc @iloveny @appalachiantrail  #trailmagic #dutchesscounty  #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy #edwardrmurrowpark @appalachianmountainclub @georgiatomaine @appalachian.trail #athiker2019 #atnobo2019 #trektheat  #appalachiantrailthruhike @dutchesstourism #whiteblaze #womenwhohike #ATclassof2019 #longexposure #longexpo #sparklers #happy4th #lightwriting<br>Posted by: @harlemvalleyathp
Post_ID: 2080940293888370582	|Post_Code: Bzg_CwIA2eW	|Owner_ID: 27633844	|Likes: 94	|Time_Stamp: 1562287435	|Tags: ['#appalachiantrail', '#harlemvalley', '#pawlingny', '#hikerportrait', '#makeportraits', '#pawlingny', '#hudsonvalley', '#photoshoot', '#makeportraitsnotwar', '#harlemvalleyatcommunity', '#trailmagic', '#dutchesscounty', '#neverstopexploring', '#nikonnofilter', '#athiker', '#appalachiantrail2019', '#appalachiantrailconservancy', '#edwardrmurrowpark', '#athiker2019', '#atnobo2019', '#trektheat', '#appalachiantrailthruhike', '#wildeast', '#whiteblaze', '#womenwhohike', '#ATclassof2019', '#longexposure', '#longexpo', '#sparklers', '#happy4th', '#lightwriting']	|Caption: Thank you @emory.elizabeth for rockin’ the light writing! • reposted from my hiker portrait project: @harlemvalleyathp — Happy 4th of July to all you awesome hikers, angels, volunteers and lovers of the Appalachian Trail! We hope you enjoy the day and are as thankful as we are to have the truly special trail as part of lives.<br><br>This image is from Monday night in Pawling, NY. I was photographing some hikers at Murrow Park and Ten More was kind enough, and talented enough, to draw this AT symbol with sparklers! 📸photo by: @justin_goodhart_photography<br><br>#appalachiantrail #harlemvalley #pawlingny #hikerportrait . .<br>.<br>.<br>.<br>#makeportraits #pawlingny #hudsonvalley #photoshoot #makeportraitsnotwar #harlemvalleyatcommunity @harlemvalleyatcommunity @nynjtc @iloveny @appalachiantrail  #trailmagic #dutchesscounty  #neverstopexploring  #nikonnofilter #athiker #appalachiantrail2019 #appalachiantrailconservancy #edwardrmurrowpark @appalachianmountainclub @georgiatomaine @appalachian.trail #athiker2019 #atnobo2019 #trektheat  #appalachiantrailthruhike @dutchesstourism #wildeast #whiteblaze #womenwhohike #ATclassof2019 #longexposure #longexpo #sparklers #happy4th #lightwriting
Post_ID: 2080933131359227891	|Post_Code: Bzg9ahgAg_z	|Owner_ID: 191290861	|Likes: 30	|Time_Stamp: 1562286581	|Tags: []	|Caption: Day 93 | Hiked 22.6 | Mile 1201.1 |<br>Crazy how much difference a day makes! Woke up feeling refreshed and ready to go. First order of business was crossing the beaver dam (pictured). Took off my shoes and put my camp shies on to prevent me from having to slosh around all day with wet shoes. The water was somewhat cold but more muddy than anything, i think i almost lost my sandals about 5 times in ankle deep mud and muck. First time having to walk through water on this trip, they usually have bridges. Me and 3 other thru hikers were crossing at the same time, i lagged behind and followed their tracks, 😂. Had a decent 1000ft climb out of Swatara Gap back up to the ridge line. The humidity was pretty rough today, met a few day hikers heading up that said screw it and headed back to their air conditioned cars, 🤣🥵. After that climb was the worst section of rocks, probably about a mile of boulder hopping and ankle twisting, but eventually smoothed out to some decent trail. Eventually made it to William Penn Shelter which was our first water source in 6 miles, chugged a half liter if water, had lunch and headed out. Got into Waggoners Gap Rd about 3:30pm and met an awesome couple with some trail magic, fresh ice cold coke and a whole bunch of cookies right when i needed it. I didn’t carch his name but said he’d hiked sections of the AT, CDT and the PCT, so i picked his brain for a little bit, 😉. Headed out with a few candy bars in hand and past by the 501 Shelter, you can order pizza to this shelter since it’s right off a main road, but of course they were closed today due to the holiday. Hit the 1200 mile mark! Yea boi! Only 990.1 miles to go, triple digits. It’s crazy to think how far I’ve walked, 🤯. Set up camp at Hertline campsite (pictured) and this place is sweeeet. Nice pond with a rope swing, water fall and nice chairs, it’s all a man could ask for, 😎. Listening to all the fireworks going off everywhere, I’m down i a valley so can’t really see any. Heading into town tomorrow and get some real food. Have a good night everyone. Thanks for all the love and support. 🏕🚶‍♂️⛰ Hike on...
Post_ID: 2080788270032499301	|Post_Code: Bzgceg4FjJl	|Owner_ID: 5449861615	|Likes: 67	|Time_Stamp: 1562269313	|Tags: ['#appalachiantrail', '#appalachianthruhike', '#atclassof2019', '#atnobo', '#atnobo2019', '#thruhike', '#optoutside', '#hikerhunger', '#hikertrash', '#appalachiantrail2019', '#hikerfeed', '#tramily', '#geocaching']	|Caption: What do you do when your stuck in town? We slept in, went for a walk,  took a nap, went geocaching in a cemetery, and ate some food on the bed. Now we are about to drink too much wine until we decide to go swimming. There's no one we'd rather be stuck with than each other. .<br>.<br>.<br>.<br>#appalachiantrail #appalachianthruhike #atclassof2019 #atnobo #atnobo2019 #thruhike #optoutside #hikerhunger #hikertrash #appalachiantrail2019 #hikerfeed #tramily #geocaching
Post_ID: 2080587918799362629	|Post_Code: Bzfu7BQAVpF	|Owner_ID: 191290861	|Likes: 27	|Time_Stamp: 1562245429	|Tags: ['#2019appalachiantrailthruhike', '#appalachiantrail', '#atthruhike', '#atnobo2019', '#georgiatomaine', '#at2019', '#traillife', '#backpacking', '#adventureawaits', '#explore', '#exploremore', '#optoutdoors', '#thruhiker', '#katahdinorbust', '#ichallengeyoutoalloutlife', '#thetrek', '#backpackerradio', '#TrektheAT']	|Caption: Day 92 | Hiked 14.1 | mile 1179<br>Had a nice little breeze come through about 2am, felt good to cool things off a bit. The tent site i stayed at didn’t have a water source, that meant i really had to ration my H2O intake, yes that meant no coffee in the AM, 😢. Packed up and got back on trail about 8am. I felt sluggish all day, just no motivation. Threw on the headphones and played some music for a bit, it helped, but not much. Ended up stopping and taking allot of breaks, past by a few nice campsites with some decent sitting logs and rocks. By the end of the day i had found a nice tent site next to a stream. Was gunna go about 4 miles farther but i have a nice long beaver damn i will have to ford, probably about shin deep. With the mood i was in i thought I’d wait to tackle it in the morning. Hopefully tomorrow is better motivation wise, 💪😎. Thanks for all the love and support. 🏕🚶‍♂️⛰ Hike on...<br>#2019appalachiantrailthruhike #appalachiantrail #atthruhike #atnobo2019 #georgiatomaine #at2019 #traillife #backpacking #adventureawaits #explore #exploremore #optoutdoors #thruhiker #katahdinorbust #ichallengeyoutoalloutlife #thetrek #backpackerradio #TrektheAT
