Post_ID: 2767968078367702428	|Post_Code: CZpzE1Muj2c	|Place_Name: Pine Grove Furnace State Park	|Short_Name: Pine Grove Furnace State Park	|Place_ID: 2002366193359721	|Address: 1100 Pine Grove Rd	|City: Gardners, Pennsylvania	|Latitude: 40	|Longitude: -77
Post_ID: 2765013022110686066	|Post_Code: CZfTLGmPJty	|Place_Name: Blue Ridge Mountains, NC	|Short_Name: Blue Ridge Mountains	|Place_ID: 138258729572707	|Address: 	|City: Asheville, NC	|Latitude: 35	|Longitude: -82
Post_ID: 2764999344728737721	|Post_Code: CZfQEEivoe5	|Place_Name: Oregon	|Short_Name: Oregon	|Place_ID: 109564342404151	|Address: 	|City: 	|Latitude: 44	|Longitude: -120
Post_ID: 2764998221870794309	|Post_Code: CZfPzuzMgZF	|Place_Name: Appalachian National Scenic Trail	|Short_Name: Appalachian National Scenic Trail	|Place_ID: 363620687512834	|Address: 	|City: 	|Latitude: 41	|Longitude: -73
Post_ID: 2764997715308377511	|Post_Code: CZfPsXBuPWn	|Place_Name: Cotulla, Texas	|Short_Name: Cotulla	|Place_ID: 104072266296918	|Address: 	|City: 	|Latitude: 28	|Longitude: -99
Post_ID: 2764941325892995232	|Post_Code: CZfC3ySpkig	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 108569239165348	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2764896284295822125	|Post_Code: CZe4oWCP_st	|Place_Name: INDONESIA	|Short_Name: INDONESIA	|Place_ID: 44145613345	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2764872087740872117	|Post_Code: CZezIPPL_W1	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 197375046954591	|Address: 	|City: 	|Latitude: 38	|Longitude: -78
Post_ID: 2764871910196697705	|Post_Code: CZezFp4utpp	|Place_Name: Looking Glass Rock	|Short_Name: Looking Glass Rock	|Place_ID: 124151414296241	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2764870231719198466	|Post_Code: CZeytOrrL8C	|Place_Name: Damascus Outfitters &amp; Abingdon Adventures	|Short_Name: Damascus Outfitters &amp; Abingdon Adventures	|Place_ID: 184721208329404	|Address: 128 W Laurel Ave	|City: Damascus, VA	|Latitude: 36	|Longitude: -81
Post_ID: 2764860860410997320	|Post_Code: CZewk2-LapI	|Place_Name: McAfee Knob	|Short_Name: McAfee Knob	|Place_ID: 474183719267988	|Address: 	|City: 	|Latitude: 37	|Longitude: -80
Post_ID: 2764858971456537083	|Post_Code: CZewJXvuAH7	|Place_Name: Mingo Falls	|Short_Name: Mingo Falls	|Place_ID: 1685238478412125	|Address: 	|City: Cherokee, North Carolina	|Latitude: 35	|Longitude: -83
Post_ID: 2764840820086048615	|Post_Code: CZesBO9uodn	|Place_Name: Tennessee	|Short_Name: Tennessee	|Place_ID: 108545005836236	|Address: 	|City: 	|Latitude: 36	|Longitude: -86
Post_ID: 2764834566630325120	|Post_Code: CZeqmO-uLuA	|Place_Name: Skyline Drive - Shenandoah National Park	|Short_Name: Skyline Drive - Shenandoah National Park	|Place_ID: 160238647396985	|Address: 	|City: Ruckersville, Virginia	|Latitude: 38	|Longitude: -78
Post_ID: 2764486441503906842	|Post_Code: CZdbcWMOVwa	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 197375046954591	|Address: 	|City: 	|Latitude: 38	|Longitude: -78
Post_ID: 2757789700402773678	|Post_Code: CZFox8BvP6u	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 181920632754907	|Address: 	|City: Pawling (village), New York	|Latitude: 41	|Longitude: -73
Post_ID: 2764825904670313542	|Post_Code: CZeooL5rAxG	|Place_Name: Asheville, North Carolina	|Short_Name: Asheville	|Place_ID: 104063499628686	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2764813467804765521	|Post_Code: CZelzNKuA1R	|Place_Name: Somewhere In The Mountains	|Short_Name: Somewhere In The Mountains	|Place_ID: 293384424779993	|Address: 	|City: 	|Latitude: 35	|Longitude: -83
Post_ID: 2764799909565477238	|Post_Code: CZeit6ErrF2	|Place_Name: Mount Cube	|Short_Name: Mount Cube	|Place_ID: 105584669499102	|Address: 	|City: Lyme, New Hampshire	|Latitude: 43	|Longitude: -72
Post_ID: 2764766964976975287	|Post_Code: CZebOgCL_23	|Place_Name: The Horton Hotel and Rooftop Lounge	|Short_Name: The Horton Hotel and Rooftop Lounge	|Place_ID: 654786088015083	|Address: 611 West King St	|City: Boone, North Carolina	|Latitude: 36	|Longitude: -81
Post_ID: 2764766780444210358	|Post_Code: CZebL0LLXS2	|Place_Name: East Fork French Broad River	|Short_Name: East Fork French Broad River	|Place_ID: 142516112447845	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2764762221083200108	|Post_Code: CZeaJd8FYps	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: 	|City: 	|Latitude: 35	|Longitude: -80
Post_ID: 2764754994734326490	|Post_Code: CZeYgT4IGLa	|Place_Name: Palakkad	|Short_Name: Palakkad	|Place_ID: 103322428112763	|Address: 	|City: 	|Latitude: 10	|Longitude: 76
Post_ID: 2764700510257275540	|Post_Code: CZeMHdQOeKU	|Place_Name: Corolla, NC, Outer Banks	|Short_Name: Corolla	|Place_ID: 152758234860826	|Address: 	|City: Corolla, North Carolina	|Latitude: 36	|Longitude: -75
Post_ID: 2764641357770083459	|Post_Code: CZd-qrNPUyD	|Place_Name: USA, Canada and UK	|Short_Name: USA	|Place_ID: 1271379409566996	|Address: Village. jamdani, Post. Dhaperhat	|City: 	|Latitude: 23	|Longitude: 90
Post_ID: 2764611315673348107	|Post_Code: CZd31gUvDgL	|Place_Name: Blackburn Trail Center	|Short_Name: Blackburn Trail Center	|Place_ID: 189256064417755	|Address: 34899 Appalachian Trail Rd	|City: Round Hill, Virginia	|Latitude: 39	|Longitude: -77
Post_ID: 2764598193541515829	|Post_Code: CZd02jYuoo1	|Place_Name: Greylock War Memorial	|Short_Name: Greylock War Memorial	|Place_ID: 776502522695756	|Address: Summit Rd 	|City: Adams, Massachusetts	|Latitude: 42	|Longitude: -73
Post_ID: 2764594177864486708	|Post_Code: CZdz8Hfuc80	|Place_Name: Mount Greylock	|Short_Name: Mount Greylock	|Place_ID: 112080905471508	|Address: 	|City: 	|Latitude: 42	|Longitude: -73
Post_ID: 2764571083934368989	|Post_Code: CZdusDmOYTd	|Place_Name: Sipsey Wilderness	|Short_Name: Sipsey Wilderness	|Place_ID: 109363449082886	|Address: 	|City: Mount Hope, Alabama	|Latitude: 34	|Longitude: -87
Post_ID: 2764476827764293341	|Post_Code: CZdZQcssH7d	|Place_Name: Tesnatee Gap	|Short_Name: Tesnatee Gap	|Place_ID: 117829984972138	|Address: 	|City: 	|Latitude: 34	|Longitude: -83
Post_ID: 2764455119497852949	|Post_Code: CZdUUjTLfgV	|Place_Name: Annapolis Rock, Maryland	|Short_Name: Annapolis Rock	|Place_ID: 113448178667844	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2764446326265740552	|Post_Code: CZdSUl9s_0I	|Place_Name: Titusville, Florida	|Short_Name: Titusville	|Place_ID: 105929099437639	|Address: 	|City: 	|Latitude: 28	|Longitude: -80
Post_ID: 2764426866882120973	|Post_Code: CZdN5bADg0N	|Place_Name: Springer Mountain	|Short_Name: Springer Mountain	|Place_ID: 143470302335077	|Address: 	|City: Blue Ridge, Georgia	|Latitude: 34	|Longitude: -84
Post_ID: 2764416421624403543	|Post_Code: CZdLhbGLdZX	|Place_Name: USA Raft Adventure Resort	|Short_Name: USA Raft Adventure Resort	|Place_ID: 430576030286492	|Address: 2 Jones Branch Rd	|City: Erwin, TN	|Latitude: 36	|Longitude: -82
Post_ID: 2764380998579569342	|Post_Code: CZdDd80LMK-	|Place_Name: Appalachian Trail Roan Mountain	|Short_Name: Appalachian Trail Roan Mountain	|Place_ID: 1284837314886429	|Address:  	|City: Bakersville, NC	|Latitude: 36	|Longitude: -82
Post_ID: 2764379014532201178	|Post_Code: CZdDBFBvHra	|Place_Name: Pen Mar Park, Maryland	|Short_Name: Pen Mar Park	|Place_ID: 108569249173128	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2764374937936093650	|Post_Code: CZdCFwZrGHS	|Place_Name: Raven Rock Appalachian Trail	|Short_Name: Raven Rock Appalachian Trail	|Place_ID: 262175177297373	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2764372750361827088	|Post_Code: CZdBl7EFhcQ	|Place_Name: Virginia	|Short_Name: Virginia	|Place_ID: 109564639069465	|Address: 	|City: 	|Latitude: 37	|Longitude: -79
Post_ID: 2764354422999756970	|Post_Code: CZc9bOYLjCq	|Place_Name: Tennessee/North Carolina Border	|Short_Name: Tennessee/North Carolina Border	|Place_ID: 340396169853421	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2764345417141081835	|Post_Code: CZc7YLBLFbr	|Place_Name: Lakewood Ranch, Florida	|Short_Name: Lakewood Ranch	|Place_ID: 113735431970475	|Address: 	|City: 	|Latitude: 27	|Longitude: -82
Post_ID: 2764342452001568042	|Post_Code: CZc6tBhFfUq	|Place_Name: Springer Mountain	|Short_Name: Springer Mountain	|Place_ID: 143470302335077	|Address: 	|City: Blue Ridge, Georgia	|Latitude: 34	|Longitude: -84
Post_ID: 2764341749154653567	|Post_Code: CZc6iy8JSV_	|Place_Name: North Georgia Mountains	|Short_Name: North Georgia Mountains	|Place_ID: 229998573782200	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2764321527206096631	|Post_Code: CZc18hyFa73	|Place_Name: Sutherland, North Carolina	|Short_Name: Sutherland	|Place_ID: 111630272192434	|Address: 	|City: 	|Latitude: 36	|Longitude: -81
Post_ID: 2764308808750956613	|Post_Code: CZczDczFYBF	|Place_Name: Madison, Wisconsin	|Short_Name: Madison	|Place_ID: 107572595931951	|Address: 	|City: 	|Latitude: 43	|Longitude: -89
Post_ID: 2764292162850354261	|Post_Code: CZcvROGF3RV	|Place_Name: Liteaf LLC	|Short_Name: Liteaf LLC	|Place_ID: 232967147254804	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2764285758133907893	|Post_Code: CZct0BPPjG1	|Place_Name: Grassy Ridge Bald	|Short_Name: Grassy Ridge Bald	|Place_ID: 104665631887044	|Address: Carvers Gap Nc-261 	|City: Bakersville, North Carolina	|Latitude: 36	|Longitude: -82
Post_ID: 2764282458606655762	|Post_Code: CZctEAUF9kS	|Place_Name: Amicalola Falls	|Short_Name: Amicalola Falls	|Place_ID: 108259619204806	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2764281050034558347	|Post_Code: CZcsvgep1WL	|Place_Name: Fitzgerald Falls	|Short_Name: Fitzgerald Falls	|Place_ID: 1521571608151554	|Address: Lakes Road 	|City: Monroe, New York	|Latitude: 41	|Longitude: -74
Post_ID: 2764276086503603524	|Post_Code: CZcrnR1J31E	|Place_Name: Sparta, North Carolina	|Short_Name: Sparta	|Place_ID: 114040531939575	|Address: 	|City: 	|Latitude: 36	|Longitude: -81
Post_ID: 2764271047776116600	|Post_Code: CZcqd9Jl594	|Place_Name: Appalachian National Scenic Trail	|Short_Name: Appalachian National Scenic Trail	|Place_ID: 363620687512834	|Address: 	|City: 	|Latitude: 41	|Longitude: -73
Post_ID: 2764266473392583950	|Post_Code: CZcpbY7FjUO	|Place_Name: Amicalola Falls	|Short_Name: Amicalola Falls	|Place_ID: 108259619204806	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2764264146753293647	|Post_Code: CZco5iElA1P	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: 	|City: 	|Latitude: 35	|Longitude: -80
Post_ID: 2764231164736226903	|Post_Code: CZchZlLKsZX	|Place_Name: Appalachian National Scenic Trail	|Short_Name: Appalachian National Scenic Trail	|Place_ID: 363620687512834	|Address: 	|City: 	|Latitude: 41	|Longitude: -73
Post_ID: 2764230577599304914	|Post_Code: CZchRCXFFTS	|Place_Name: Dicks Creek Gap	|Short_Name: Dicks Creek Gap	|Place_ID: 142865242561003	|Address: 	|City: 	|Latitude: 35	|Longitude: -83
Post_ID: 2764222074965004795	|Post_Code: CZcfVTqlRH7	|Place_Name: Secret Shelter	|Short_Name: Secret Shelter	|Place_ID: 362444300492451	|Address: 	|City: 	|Latitude: 41	|Longitude: -74
Post_ID: 2764219446973491918	|Post_Code: CZcevEKFOrO	|Place_Name: Amicalola Falls State Park &amp; Lodge	|Short_Name: Amicalola Falls State Park &amp; Lodge	|Place_ID: 115158441879505	|Address: 418 Amicalola Falls Lodge Road	|City: Dawsonville, GA	|Latitude: 34	|Longitude: -84
Post_ID: 2764214846326402569	|Post_Code: CZcdsHeJW4J	|Place_Name: Art First	|Short_Name: Art First	|Place_ID: 96675412476	|Address: 824 Caroline Street Suite #1	|City: Fredericksburg, VA	|Latitude: 38	|Longitude: -77
Post_ID: 2764177415593107583	|Post_Code: CZcVLbYlaB_	|Place_Name: West Virginia	|Short_Name: West Virginia	|Place_ID: 112083625475436	|Address: 	|City: 	|Latitude: 39	|Longitude: -80
Post_ID: 2764170156622654859	|Post_Code: CZcThy8Oq2L	|Place_Name: Blue Ridge Mountains, NC	|Short_Name: Blue Ridge Mountains	|Place_ID: 138258729572707	|Address: 	|City: Asheville, NC	|Latitude: 35	|Longitude: -82
Post_ID: 2764168784254668793	|Post_Code: CZcTN00uQ_5	|Place_Name: Great Smoky Mountains National Park	|Short_Name: Great Smoky Mountains National Park	|Place_ID: 130618693662136	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2764167690134532620	|Post_Code: CZcS952FLIM	|Place_Name: Virginia	|Short_Name: Virginia	|Place_ID: 109564639069465	|Address: 	|City: 	|Latitude: 37	|Longitude: -79
Post_ID: 2764165956989036893	|Post_Code: CZcSkrujyld	|Place_Name: Asheville N.C	|Short_Name: Asheville N.C	|Place_ID: 635750490232731	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2764156827267081430	|Post_Code: CZcQf1AuaTW	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 108569239165348	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2764154304928802102	|Post_Code: CZcP7H5peU2	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2764150093963993916	|Post_Code: CZcO92IliM8	|Place_Name: Nashville, Tennessee	|Short_Name: Nashville	|Place_ID: 106220079409935	|Address: 	|City: 	|Latitude: 36	|Longitude: -86
Post_ID: 2764146249835664076	|Post_Code: CZcOF6ArtLM	|Place_Name: Damascus, Virginia	|Short_Name: Damascus	|Place_ID: 108242672533835	|Address: 	|City: 	|Latitude: 36	|Longitude: -81
Post_ID: 2764144331176897720	|Post_Code: CZcNp_HtWy4	|Place_Name: Życie Ci Ucieka	|Short_Name: Życie Ci Ucieka	|Place_ID: 100907825074948	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2764119403857434892	|Post_Code: CZcH_Pvr9kM	|Place_Name: Mount Cube	|Short_Name: Mount Cube	|Place_ID: 105584669499102	|Address: 	|City: Lyme, New Hampshire	|Latitude: 43	|Longitude: -72
Post_ID: 2764112666404311934	|Post_Code: CZcGdNAL9N-	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2764107218959628347	|Post_Code: CZcFN7rLng7	|Place_Name: Vogel State Park	|Short_Name: Vogel State Park	|Place_ID: 105752272792598	|Address: 405 Vogel State Park Rd	|City: 	|Latitude: 34	|Longitude: -83
Post_ID: 2764105045479714340	|Post_Code: CZcEuTdru4k	|Place_Name: Blood Mountain, GA - Appalachian Trail	|Short_Name: Blood Mountain	|Place_ID: 180293245347651	|Address: 	|City: Blairsville, GA	|Latitude: 34	|Longitude: -83
Post_ID: 2764098188354759750	|Post_Code: CZcDKhRL6xG	|Place_Name: Carver's Gap, Roan Mountain State Park	|Short_Name: Carver's Gap	|Place_ID: 274246999427510	|Address: 	|City: Carter County, Tn	|Latitude: 36	|Longitude: -82
Post_ID: 2764087310225812355	|Post_Code: CZcAsOOLKuD	|Place_Name: New Hampshire	|Short_Name: New Hampshire	|Place_ID: 105486989486087	|Address: 	|City: 	|Latitude: 44	|Longitude: -71
Post_ID: 2764079033698950738	|Post_Code: CZb-zyGux5S	|Place_Name: Tennessee/North Carolina Border	|Short_Name: Tennessee/North Carolina Border	|Place_ID: 340396169853421	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2764069863741523856	|Post_Code: CZb8uV6rQeQ	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2764068292756577468	|Post_Code: CZb8Xe0rRy8	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2764045705951488821	|Post_Code: CZb3OzOLqs1	|Place_Name: Franconia Ridge Trail	|Short_Name: Franconia Ridge Trail	|Place_ID: 139378786099653	|Address: 	|City: Franconia, New Hampshire	|Latitude: 44	|Longitude: -71
Post_ID: 2764042430334953169	|Post_Code: CZb2fIkOObR	|Place_Name: Appalachian trail mt holly Springs	|Short_Name: Appalachian trail mt holly Springs	|Place_ID: 139687903435588	|Address: 	|City: 	|Latitude: 40	|Longitude: -76
Post_ID: 2764034972408743487	|Post_Code: CZb0ym1LgY_	|Place_Name: Continental Divide Trail	|Short_Name: Continental Divide Trail	|Place_ID: 250505095644737	|Address: 	|City: 	|Latitude: 39	|Longitude: -105
Post_ID: 2764017050232308506	|Post_Code: CZbwtzgOEMa	|Place_Name: Bear Mountain State Park	|Short_Name: Bear Mountain State Park	|Place_ID: 103147373058974	|Address: 55 Hessian Dr	|City: Bear Mountain	|Latitude: 41	|Longitude: -73
Post_ID: 2764017015453296270	|Post_Code: CZbwtTHOqaO	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: 	|City: 	|Latitude: 43	|Longitude: -72
Post_ID: 2763981638159992012	|Post_Code: CZboqfcOoTM	|Place_Name: Observation Point	|Short_Name: Observation Point	|Place_ID: 105787829479909	|Address: Weeping Rock Trailhead	|City: Zion Lodge, Utah	|Latitude: 37	|Longitude: -112
Post_ID: 2705996746789450339	|Post_Code: CWNobRHv3Jj	|Place_Name: Smoky Mountain National Park	|Short_Name: Smoky Mountain National Park	|Place_ID: 241397189337579	|Address: 	|City: Gatlinburg, Tennessee	|Latitude: 35	|Longitude: -83
Post_ID: 2666602960157834737	|Post_Code: CUBrUOVNn3x	|Place_Name: Appalachian Trail Via Lehigh Gap	|Short_Name: Appalachian Trail Via Lehigh Gap	|Place_ID: 2151044944907234	|Address: 	|City: 	|Latitude: 40	|Longitude: -75
Post_ID: 2415459191664021960	|Post_Code: CGFb1ZQlhHI	|Place_Name: Ashfield, Pennsylvania	|Short_Name: Ashfield	|Place_ID: 115421545134610	|Address: 	|City: 	|Latitude: 40	|Longitude: -75
Post_ID: 2763806709099235122	|Post_Code: CZbA48Ds4cy	|Place_Name: Appalachian Trail - Ashby Gap trailhead	|Short_Name: Appalachian Trail - Ashby Gap trailhead	|Place_ID: 449805498876087	|Address: 	|City: Boyce, Virginia	|Latitude: 39	|Longitude: -77
Post_ID: 2763756474666742982	|Post_Code: CZa1d7mMnTG	|Place_Name: Mad River Glen	|Short_Name: Mad River Glen	|Place_ID: 90212840431	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2763754878910166990	|Post_Code: CZa1GtbsXfO	|Place_Name: Flagstaff Lake, Eustis, Me	|Short_Name: Flagstaff Lake	|Place_ID: 269296539845343	|Address: 	|City: 	|Latitude: 45	|Longitude: -70
Post_ID: 2763749876620685882	|Post_Code: CZaz96sAXI6	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 108569239165348	|Address: 	|City: 	|Latitude: 35	|Longitude: -82
Post_ID: 2763738893846930537	|Post_Code: CZaxeGLrWRp	|Place_Name: Boots Off Hostel &amp; Campground	|Short_Name: Boots Off Hostel &amp; Campground	|Place_ID: 776693399127486	|Address: 142 Shook Branch Rd.	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2763694275092893735	|Post_Code: CZanUzusVAn	|Place_Name: Art First	|Short_Name: Art First	|Place_ID: 96675412476	|Address: 824 Caroline Street Suite #1	|City: Fredericksburg, VA	|Latitude: 38	|Longitude: -77
Post_ID: 2763669014156990030	|Post_Code: CZahlNplNZO	|Place_Name: Waynesboro, Pennsylvania	|Short_Name: Waynesboro	|Place_ID: 108148412547114	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2763661041869623643	|Post_Code: CZafxM4OZFb	|Place_Name: Schaghticoke Mountain	|Short_Name: Schaghticoke Mountain	|Place_ID: 133388076704068	|Address: 	|City: 	|Latitude: 41	|Longitude: -73
Post_ID: 2763646983904001179	|Post_Code: CZackoYLXyb	|Place_Name: Roan Mountain, Tennessee	|Short_Name: Roan Mountain	|Place_ID: 113531668660186	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2763637285104646184	|Post_Code: CZaaXfqr_go	|Place_Name: Tennessee/North Carolina Border	|Short_Name: Tennessee/North Carolina Border	|Place_ID: 340396169853421	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2763606533710060313	|Post_Code: CZaTYAMvJsZ	|Place_Name: Great Smoky Mountains National Park	|Short_Name: Great Smoky Mountains National Park	|Place_ID: 130618693662136	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2763598608796499311	|Post_Code: CZaRkrjFD1v	|Place_Name: White Springs Bed And Breakfast	|Short_Name: White Springs Bed And Breakfast	|Place_ID: 394989287229129	|Address: 16630 Springs St	|City: 	|Latitude: 30	|Longitude: -82
Post_ID: 2763585991978961745	|Post_Code: CZaOtFOJstR	|Place_Name: Blood Mountain, GA - Appalachian Trail	|Short_Name: Blood Mountain	|Place_ID: 180293245347651	|Address: 	|City: Blairsville, GA	|Latitude: 34	|Longitude: -83
Post_ID: 2763585381952524552	|Post_Code: CZaOkNFvhEI	|Place_Name: Raven Rock Appalachian Trail	|Short_Name: Raven Rock Appalachian Trail	|Place_ID: 262175177297373	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
Post_ID: 2763569604102264104	|Post_Code: CZaK-m0lRUo	|Place_Name: Ramrock Mountain	|Short_Name: Ramrock Mountain	|Place_ID: 119937268054813	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2763554143605306875	|Post_Code: CZaHdoHJzX7	|Place_Name: Bristol, Tennessee	|Short_Name: Bristol	|Place_ID: 112301832114121	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2763542024651896370	|Post_Code: CZaEtRdPXYy	|Place_Name: Pacific Crest Trail	|Short_Name: Pacific Crest Trail	|Place_ID: 105616572804764	|Address: 	|City: 	|Latitude: 42	|Longitude: -122
Post_ID: 2763539035251501671	|Post_Code: CZaEBxXF2pn	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: 	|City: 	|Latitude: 43	|Longitude: -72
Post_ID: 2763532733748528843	|Post_Code: CZaCmEoPsbL	|Place_Name: Mechanicsburg, Pennsylvania	|Short_Name: Mechanicsburg	|Place_ID: 105665299468437	|Address: 	|City: 	|Latitude: 40	|Longitude: -77
Post_ID: 2763523149671257576	|Post_Code: CZaAamwuVXo	|Place_Name: North Georgia Mountains	|Short_Name: North Georgia Mountains	|Place_ID: 229998573782200	|Address: 	|City: 	|Latitude: 34	|Longitude: -84
Post_ID: 2763513906546947848	|Post_Code: CZZ-UGblTcI	|Place_Name: The Horton Hotel and Rooftop Lounge	|Short_Name: The Horton Hotel and Rooftop Lounge	|Place_ID: 654786088015083	|Address: 611 West King St	|City: Boone, North Carolina	|Latitude: 36	|Longitude: -81
Post_ID: 2763506330359919087	|Post_Code: CZZ8l2jpXHv	|Place_Name: Old Edwards Inn and Spa	|Short_Name: Old Edwards Inn and Spa	|Place_ID: 74057748781	|Address: 445 Main St	|City: Highlands	|Latitude: 35	|Longitude: -83
Post_ID: 2763499830763435541	|Post_Code: CZZ7HRVgbYV	|Place_Name: Jefferson National Forest - Mount Rogers	|Short_Name: Jefferson National Forest - Mount Rogers	|Place_ID: 246905322669353	|Address: 36°39′35″N 81°32′41″W	|City: Troutdale, Virginia	|Latitude: 36	|Longitude: -81
Post_ID: 2763489774191178719	|Post_Code: CZZ407bFvPf	|Place_Name: Denver, Colorado	|Short_Name: Denver	|Place_ID: 115590505119035	|Address: 	|City: 	|Latitude: 39	|Longitude: -104
Post_ID: 2763478771625739762	|Post_Code: CZZ2U0fFcXy	|Place_Name: Liteaf LLC	|Short_Name: Liteaf LLC	|Place_ID: 232967147254804	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2763467075459005481	|Post_Code: CZZzqnlOLwp	|Place_Name: Grayson Highlands State Park	|Short_Name: Grayson Highlands State Park	|Place_ID: 142221655810192	|Address: 829 Grayson Highland Ln	|City: Mouth of Wilson, VA	|Latitude: 36	|Longitude: -81
Post_ID: 2763458896766746697	|Post_Code: CZZxzmlLMBJ	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 314423175245076	|Address: 	|City: 	|Latitude: 36	|Longitude: -81
Post_ID: 2763452424007770823	|Post_Code: CZZwVaWrOLH	|Place_Name: Appalachian Ski Mountain	|Short_Name: Appalachian Ski Mountain	|Place_ID: 439227932813637	|Address: 	|City: 	|Latitude: 35	|Longitude: -80
Post_ID: 2763448807402818711	|Post_Code: CZZvgyIOMyX	|Place_Name: Franconia Ridge Trail	|Short_Name: Franconia Ridge Trail	|Place_ID: 139378786099653	|Address: 	|City: Franconia, New Hampshire	|Latitude: 44	|Longitude: -71
Post_ID: 2763447054937928887	|Post_Code: CZZvHSBLLS3	|Place_Name: Brasstown Bald	|Short_Name: Brasstown Bald	|Place_ID: 110447785674957	|Address: 2941 Hwy 180 Spur	|City: Hiawassee, Georgia	|Latitude: 34	|Longitude: -83
Post_ID: 2763440312097906735	|Post_Code: CZZtlKQlyAv	|Place_Name: Great Smoky Mountains National Park	|Short_Name: Great Smoky Mountains National Park	|Place_ID: 130618693662136	|Address: 	|City: 	|Latitude: -1	|Longitude: -1
Post_ID: 2763438543697070112	|Post_Code: CZZtLbTr8gg	|Place_Name: Roan Mountain	|Short_Name: Roan Mountain	|Place_ID: 142548999089754	|Address: 	|City: 	|Latitude: 36	|Longitude: -82
Post_ID: 2763434831602106059	|Post_Code: CZZsVaJlb7L	|Place_Name: Virginia	|Short_Name: Virginia	|Place_ID: 109564639069465	|Address: 	|City: 	|Latitude: 37	|Longitude: -79
Post_ID: 2763434049715464661	|Post_Code: CZZsKB9gmnV	|Place_Name: Harpers Ferry, West Virginia	|Short_Name: Harpers Ferry	|Place_ID: 112061685476452	|Address: 	|City: 	|Latitude: 39	|Longitude: -77
