Post_ID: 2767968078367702428	|Post_Code: CZpzE1Muj2c	|Place_Name: Pine Grove Furnace State Park	|Short_Name: Pine Grove Furnace State Park	|Place_ID: 2002366193359721	|Address: 1100 Pine Grove Rd	|City: Gardners, Pennsylvania	|Latitude: 40.0330199831	|Longitude: -77.3045039177
Post_ID: 2765487646899695902	|Post_Code: CZg_FzYL_Ee	|Place_Name: Mount Washington, Massachusetts	|Short_Name: Mount Washington	|Place_ID: 113009262046359	|Address: [Null]	|City: [Null]	|Latitude: 42.0833333333	|Longitude: -73.45
Post_ID: 2765469300929976805	|Post_Code: CZg661XLdnl	|Place_Name: Linville Gorge Wilderness	|Short_Name: Linville Gorge Wilderness	|Place_ID: 112642245414054	|Address: [Null]	|City: [Null]	|Latitude: 35.9068493068	|Longitude: -81.9140625
Post_ID: 2765468003656960282	|Post_Code: CZg6n9Lroka	|Place_Name: Blood Mountain Wilderness	|Short_Name: Blood Mountain Wilderness	|Place_ID: 105544946145098	|Address: [Null]	|City: [Null]	|Latitude: 34.7400445772	|Longitude: -83.937497225
Post_ID: 2765430188475580065	|Post_Code: CZgyBrDOn6h	|Place_Name: Joshua Tree National Park	|Short_Name: Joshua Tree National Park	|Place_ID: 109652932385980	|Address: [Null]	|City: [Null]	|Latitude: 33.7883944444	|Longitude: -115.8982222222
Post_ID: 2765399915423292906	|Post_Code: CZgrJJEs13q	|Place_Name: Charlottesville, Virginia	|Short_Name: Charlottesville	|Place_ID: 112309152119072	|Address: [Null]	|City: [Null]	|Latitude: 38.0323	|Longitude: -78.4781
Post_ID: 2765361863028411371	|Post_Code: CZgifaBOIvr	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: [Null]	|City: [Null]	|Latitude: 35.5	|Longitude: -80.0
Post_ID: 2765256928862015305	|Post_Code: CZgKoadgg9J	|Place_Name: Worthington State Forest	|Short_Name: Worthington State Forest	|Place_ID: 743780032455570	|Address: HC 62 Box 2	|City: Columbia, NJ 	|Latitude: 41.004851741	|Longitude: -75.1038596451
Post_ID: 2765246973961392886	|Post_Code: CZgIXjPMVL2	|Place_Name: South Carolina	|Short_Name: South Carolina	|Place_ID: 108635949160808	|Address: [Null]	|City: [Null]	|Latitude: 34.0	|Longitude: -81.0
Post_ID: 2765203471034594510	|Post_Code: CZf-ef-sbTO	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 151473228249189	|Address: [Null]	|City: [Null]	|Latitude: 35.1209329167	|Longitude: -85.7548716667
Post_ID: 2765193053515718093	|Post_Code: CZf8G56Lp3N	|Place_Name: Springer Mountain	|Short_Name: Springer Mountain	|Place_ID: 143470302335077	|Address: [Null]	|City: Blue Ridge, Georgia	|Latitude: 34.6273107563	|Longitude: -84.1935244203
Post_ID: 2765138347082966522	|Post_Code: CZfvq0ksOX6	|Place_Name: Amicalola Falls State Park &amp; Lodge	|Short_Name: Amicalola Falls State Park &amp; Lodge	|Place_ID: 115158441879505	|Address: 418 Amicalola Falls Lodge Road	|City: Dawsonville, GA	|Latitude: 34.5653982066	|Longitude: -84.2426383197
Post_ID: 2765128357457956089	|Post_Code: CZftZdApAz5	|Place_Name: Lewis Fork Wilderness	|Short_Name: Lewis Fork Wilderness	|Place_ID: 132083904094635	|Address: [Null]	|City: [Null]	|Latitude: 36.65972	|Longitude: -81.54472
Post_ID: 2765118879766027617	|Post_Code: CZfrPiOLh1h	|Place_Name: Sipsey Wilderness	|Short_Name: Sipsey Wilderness	|Place_ID: 109363449082886	|Address: [Null]	|City: Mount Hope, Alabama	|Latitude: 34.3251	|Longitude: -87.4514
Post_ID: 2765099233192981483	|Post_Code: CZfmxo7LDPr	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 197375046954591	|Address: [Null]	|City: [Null]	|Latitude: 38.3136459917	|Longitude: -78.6785888672
Post_ID: 2765085924656640129	|Post_Code: CZfjv-Yl3CB	|Place_Name: Lake Land'Or, Virginia	|Short_Name: Lake Land'Or	|Place_ID: 226101207411123	|Address: [Null]	|City: [Null]	|Latitude: 38.0175	|Longitude: -77.5525
Post_ID: 2765067887261857992	|Post_Code: CZffpfwFTjI	|Place_Name: Stecoah Gap Appalachian Trail	|Short_Name: Stecoah Gap Appalachian Trail	|Place_ID: 330391833746710	|Address: [Null]	|City: [Null]	|Latitude: 35.3583938443	|Longitude: -83.7179058977
Post_ID: 2765066794337280944	|Post_Code: CZffZl4s6Ow	|Place_Name: Blue Ridge, Virginia	|Short_Name: Blue Ridge	|Place_ID: 103167399722846	|Address: [Null]	|City: [Null]	|Latitude: 37.3719	|Longitude: -79.8165
Post_ID: 2765057554762895514	|Post_Code: CZfdTI3JxCa	|Place_Name: Mercer County	|Short_Name: Mercer County	|Place_ID: 132655450107998	|Address: [Null]	|City: Mercer County, West Virginia	|Latitude: 37.3637456959	|Longitude: -81.0531506036
Post_ID: 2765048247746041593	|Post_Code: CZfbLtBuBb5	|Place_Name: Blueridge Mountains Virgina	|Short_Name: Blueridge Mountains Virgina	|Place_ID: 933938950045232	|Address: [Null]	|City: [Null]	|Latitude: 38.0561542232	|Longitude: -78.1346884277
Post_ID: 2765031990194799473	|Post_Code: CZfXfIAJwNx	|Place_Name: Cole Mountain	|Short_Name: Cole Mountain	|Place_ID: 118185831567286	|Address: [Null]	|City: Buena Vista, Virginia	|Latitude: 37.7534689	|Longitude: -79.1989198
Post_ID: 2765024962863877314	|Post_Code: CZfV43SlszC	|Place_Name: Liteaf LLC	|Short_Name: Liteaf LLC	|Place_ID: 232967147254804	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2765019731671805844	|Post_Code: CZfUsvXPm-U	|Place_Name: Southern Highland Craft Guild	|Short_Name: Southern Highland Craft Guild	|Place_ID: 148712315150203	|Address: Milepost 382 Blue Ridge Pkwy	|City: Asheville, NC	|Latitude: 35.5928052492	|Longitude: -82.4815347581
Post_ID: 2765013022110686066	|Post_Code: CZfTLGmPJty	|Place_Name: Blue Ridge Mountains, NC	|Short_Name: Blue Ridge Mountains	|Place_ID: 138258729572707	|Address: [Null]	|City: Asheville, NC	|Latitude: 35.50664168	|Longitude: -82.57506984
Post_ID: 2764999344728737721	|Post_Code: CZfQEEivoe5	|Place_Name: Oregon	|Short_Name: Oregon	|Place_ID: 109564342404151	|Address: [Null]	|City: [Null]	|Latitude: 44.0	|Longitude: -120.5
Post_ID: 2764998221870794309	|Post_Code: CZfPzuzMgZF	|Place_Name: Appalachian National Scenic Trail	|Short_Name: Appalachian National Scenic Trail	|Place_ID: 363620687512834	|Address: [Null]	|City: [Null]	|Latitude: 41.7678757783	|Longitude: -73.4381890794
Post_ID: 2764997715308377511	|Post_Code: CZfPsXBuPWn	|Place_Name: Cotulla, Texas	|Short_Name: Cotulla	|Place_ID: 104072266296918	|Address: [Null]	|City: [Null]	|Latitude: 28.4341	|Longitude: -99.2363
Post_ID: 2764941325892995232	|Post_Code: CZfC3ySpkig	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 108569239165348	|Address: [Null]	|City: [Null]	|Latitude: 35.7647222222	|Longitude: -82.2652777778
Post_ID: 2764896284295822125	|Post_Code: CZe4oWCP_st	|Place_Name: INDONESIA	|Short_Name: INDONESIA	|Place_ID: 44145613345	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2764872087740872117	|Post_Code: CZezIPPL_W1	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 197375046954591	|Address: [Null]	|City: [Null]	|Latitude: 38.3136459917	|Longitude: -78.6785888672
Post_ID: 2764871910196697705	|Post_Code: CZezFp4utpp	|Place_Name: Looking Glass Rock	|Short_Name: Looking Glass Rock	|Place_ID: 124151414296241	|Address: [Null]	|City: [Null]	|Latitude: 35.3037222222	|Longitude: -82.7934611111
Post_ID: 2764870231719198466	|Post_Code: CZeytOrrL8C	|Place_Name: Damascus Outfitters &amp; Abingdon Adventures	|Short_Name: Damascus Outfitters &amp; Abingdon Adventures	|Place_ID: 184721208329404	|Address: 128 W Laurel Ave	|City: Damascus, VA	|Latitude: 36.63495	|Longitude: -81.78971
Post_ID: 2764860860410997320	|Post_Code: CZewk2-LapI	|Place_Name: McAfee Knob	|Short_Name: McAfee Knob	|Place_ID: 474183719267988	|Address: [Null]	|City: [Null]	|Latitude: 37.3929545124	|Longitude: -80.0371561063
Post_ID: 2764858971456537083	|Post_Code: CZewJXvuAH7	|Place_Name: Mingo Falls	|Short_Name: Mingo Falls	|Place_ID: 1685238478412125	|Address: [Null]	|City: Cherokee, North Carolina	|Latitude: 35.5318289659	|Longitude: -83.274897337
Post_ID: 2764840820086048615	|Post_Code: CZesBO9uodn	|Place_Name: Tennessee	|Short_Name: Tennessee	|Place_ID: 108545005836236	|Address: [Null]	|City: [Null]	|Latitude: 36.0	|Longitude: -86.0
Post_ID: 2764834566630325120	|Post_Code: CZeqmO-uLuA	|Place_Name: Skyline Drive - Shenandoah National Park	|Short_Name: Skyline Drive - Shenandoah National Park	|Place_ID: 160238647396985	|Address: [Null]	|City: Ruckersville, Virginia	|Latitude: 38.8712945162	|Longitude: -78.203612566
Post_ID: 2764486441503906842	|Post_Code: CZdbcWMOVwa	|Place_Name: Shenandoah National Park	|Short_Name: Shenandoah National Park	|Place_ID: 197375046954591	|Address: [Null]	|City: [Null]	|Latitude: 38.3136459917	|Longitude: -78.6785888672
Post_ID: 2757789700402773678	|Post_Code: CZFox8BvP6u	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 181920632754907	|Address: [Null]	|City: Pawling (village), New York	|Latitude: 41.595539306	|Longitude: -73.5943347483
Post_ID: 2764825904670313542	|Post_Code: CZeooL5rAxG	|Place_Name: Asheville, North Carolina	|Short_Name: Asheville	|Place_ID: 104063499628686	|Address: [Null]	|City: [Null]	|Latitude: 35.5799	|Longitude: -82.5558
Post_ID: 2764813467804765521	|Post_Code: CZelzNKuA1R	|Place_Name: Somewhere In The Mountains	|Short_Name: Somewhere In The Mountains	|Place_ID: 293384424779993	|Address: [Null]	|City: [Null]	|Latitude: 35.20122	|Longitude: -83.82864
Post_ID: 2764799909565477238	|Post_Code: CZeit6ErrF2	|Place_Name: Mount Cube	|Short_Name: Mount Cube	|Place_ID: 105584669499102	|Address: [Null]	|City: Lyme, New Hampshire	|Latitude: 43.8857143004	|Longitude: -72.0235835083
Post_ID: 2764766964976975287	|Post_Code: CZebOgCL_23	|Place_Name: The Horton Hotel and Rooftop Lounge	|Short_Name: The Horton Hotel and Rooftop Lounge	|Place_ID: 654786088015083	|Address: 611 West King St	|City: Boone, North Carolina	|Latitude: 36.218226	|Longitude: -81.683754
Post_ID: 2764766780444210358	|Post_Code: CZebL0LLXS2	|Place_Name: East Fork French Broad River	|Short_Name: East Fork French Broad River	|Place_ID: 142516112447845	|Address: [Null]	|City: [Null]	|Latitude: 35.1362219	|Longitude: -82.811243
Post_ID: 2764762221083200108	|Post_Code: CZeaJd8FYps	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: [Null]	|City: [Null]	|Latitude: 35.5	|Longitude: -80.0
Post_ID: 2764754994734326490	|Post_Code: CZeYgT4IGLa	|Place_Name: Palakkad	|Short_Name: Palakkad	|Place_ID: 103322428112763	|Address: [Null]	|City: [Null]	|Latitude: 10.7814	|Longitude: 76.6526
Post_ID: 2764700510257275540	|Post_Code: CZeMHdQOeKU	|Place_Name: Corolla, NC, Outer Banks	|Short_Name: Corolla	|Place_ID: 152758234860826	|Address: [Null]	|City: Corolla, North Carolina	|Latitude: 36.3845582148	|Longitude: -75.8285798505
Post_ID: 2764641357770083459	|Post_Code: CZd-qrNPUyD	|Place_Name: USA, Canada and UK	|Short_Name: USA	|Place_ID: 1271379409566996	|Address: Village. jamdani, Post. Dhaperhat	|City: [Null]	|Latitude: 23.8333	|Longitude: 90.6333
Post_ID: 2764611315673348107	|Post_Code: CZd31gUvDgL	|Place_Name: Blackburn Trail Center	|Short_Name: Blackburn Trail Center	|Place_ID: 189256064417755	|Address: 34899 Appalachian Trail Rd	|City: Round Hill, Virginia	|Latitude: 39.18755	|Longitude: -77.79801
Post_ID: 2764598193541515829	|Post_Code: CZd02jYuoo1	|Place_Name: Greylock War Memorial	|Short_Name: Greylock War Memorial	|Place_ID: 776502522695756	|Address: Summit Rd 	|City: Adams, Massachusetts	|Latitude: 42.6371321876	|Longitude: -73.1659837893
Post_ID: 2764594177864486708	|Post_Code: CZdz8Hfuc80	|Place_Name: Mount Greylock	|Short_Name: Mount Greylock	|Place_ID: 112080905471508	|Address: [Null]	|City: [Null]	|Latitude: 42.6375085699	|Longitude: -73.1666533649
Post_ID: 2764571083934368989	|Post_Code: CZdusDmOYTd	|Place_Name: Sipsey Wilderness	|Short_Name: Sipsey Wilderness	|Place_ID: 109363449082886	|Address: [Null]	|City: Mount Hope, Alabama	|Latitude: 34.3251	|Longitude: -87.4514
Post_ID: 2764476827764293341	|Post_Code: CZdZQcssH7d	|Place_Name: Tesnatee Gap	|Short_Name: Tesnatee Gap	|Place_ID: 117829984972138	|Address: [Null]	|City: [Null]	|Latitude: 34.7256875178	|Longitude: -83.8476016839
Post_ID: 2764455119497852949	|Post_Code: CZdUUjTLfgV	|Place_Name: Annapolis Rock, Maryland	|Short_Name: Annapolis Rock	|Place_ID: 113448178667844	|Address: [Null]	|City: [Null]	|Latitude: 39.2817	|Longitude: -77.1319
Post_ID: 2764446326265740552	|Post_Code: CZdSUl9s_0I	|Place_Name: Titusville, Florida	|Short_Name: Titusville	|Place_ID: 105929099437639	|Address: [Null]	|City: [Null]	|Latitude: 28.5876	|Longitude: -80.8022
Post_ID: 2764426866882120973	|Post_Code: CZdN5bADg0N	|Place_Name: Springer Mountain	|Short_Name: Springer Mountain	|Place_ID: 143470302335077	|Address: [Null]	|City: Blue Ridge, Georgia	|Latitude: 34.6273107563	|Longitude: -84.1935244203
Post_ID: 2764416421624403543	|Post_Code: CZdLhbGLdZX	|Place_Name: USA Raft Adventure Resort	|Short_Name: USA Raft Adventure Resort	|Place_ID: 430576030286492	|Address: 2 Jones Branch Rd	|City: Erwin, TN	|Latitude: 36.0994205454	|Longitude: -82.4322504566
Post_ID: 2764380998579569342	|Post_Code: CZdDd80LMK-	|Place_Name: Appalachian Trail Roan Mountain	|Short_Name: Appalachian Trail Roan Mountain	|Place_ID: 1284837314886429	|Address:  	|City: Bakersville, NC	|Latitude: 36.106623	|Longitude: -82.103468
Post_ID: 2764379014532201178	|Post_Code: CZdDBFBvHra	|Place_Name: Pen Mar Park, Maryland	|Short_Name: Pen Mar Park	|Place_ID: 108569249173128	|Address: [Null]	|City: [Null]	|Latitude: 39.7178	|Longitude: -77.5067
Post_ID: 2764374937936093650	|Post_Code: CZdCFwZrGHS	|Place_Name: Raven Rock Appalachian Trail	|Short_Name: Raven Rock Appalachian Trail	|Place_ID: 262175177297373	|Address: [Null]	|City: [Null]	|Latitude: 39.704524	|Longitude: -77.486197
Post_ID: 2764372750361827088	|Post_Code: CZdBl7EFhcQ	|Place_Name: Virginia	|Short_Name: Virginia	|Place_ID: 109564639069465	|Address: [Null]	|City: [Null]	|Latitude: 37.5	|Longitude: -79.0
Post_ID: 2764354422999756970	|Post_Code: CZc9bOYLjCq	|Place_Name: Tennessee/North Carolina Border	|Short_Name: Tennessee/North Carolina Border	|Place_ID: 340396169853421	|Address: [Null]	|City: [Null]	|Latitude: 36.2673116568	|Longitude: -82.006850812
Post_ID: 2764345417141081835	|Post_Code: CZc7YLBLFbr	|Place_Name: Lakewood Ranch, Florida	|Short_Name: Lakewood Ranch	|Place_ID: 113735431970475	|Address: [Null]	|City: [Null]	|Latitude: 27.4085924477	|Longitude: -82.4283581973
Post_ID: 2764342452001568042	|Post_Code: CZc6tBhFfUq	|Place_Name: Springer Mountain	|Short_Name: Springer Mountain	|Place_ID: 143470302335077	|Address: [Null]	|City: Blue Ridge, Georgia	|Latitude: 34.6273107563	|Longitude: -84.1935244203
Post_ID: 2764341749154653567	|Post_Code: CZc6iy8JSV_	|Place_Name: North Georgia Mountains	|Short_Name: North Georgia Mountains	|Place_ID: 229998573782200	|Address: [Null]	|City: [Null]	|Latitude: 34.2088018265	|Longitude: -84.1279282329
Post_ID: 2764321527206096631	|Post_Code: CZc18hyFa73	|Place_Name: Sutherland, North Carolina	|Short_Name: Sutherland	|Place_ID: 111630272192434	|Address: [Null]	|City: [Null]	|Latitude: 36.3942	|Longitude: -81.6919
Post_ID: 2764308808750956613	|Post_Code: CZczDczFYBF	|Place_Name: Madison, Wisconsin	|Short_Name: Madison	|Place_ID: 107572595931951	|Address: [Null]	|City: [Null]	|Latitude: 43.0747222222	|Longitude: -89.3844444444
Post_ID: 2764292162850354261	|Post_Code: CZcvROGF3RV	|Place_Name: Liteaf LLC	|Short_Name: Liteaf LLC	|Place_ID: 232967147254804	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2764285758133907893	|Post_Code: CZct0BPPjG1	|Place_Name: Grassy Ridge Bald	|Short_Name: Grassy Ridge Bald	|Place_ID: 104665631887044	|Address: Carvers Gap Nc-261 	|City: Bakersville, North Carolina	|Latitude: 36.1023766972	|Longitude: -82.705078125
Post_ID: 2764282458606655762	|Post_Code: CZctEAUF9kS	|Place_Name: Amicalola Falls	|Short_Name: Amicalola Falls	|Place_ID: 108259619204806	|Address: [Null]	|City: [Null]	|Latitude: 34.5669730318	|Longitude: -84.2445586994
Post_ID: 2764281050034558347	|Post_Code: CZcsvgep1WL	|Place_Name: Fitzgerald Falls	|Short_Name: Fitzgerald Falls	|Place_ID: 1521571608151554	|Address: Lakes Road 	|City: Monroe, New York	|Latitude: 41.270935563	|Longitude: -74.2511324561
Post_ID: 2764276086503603524	|Post_Code: CZcrnR1J31E	|Place_Name: Sparta, North Carolina	|Short_Name: Sparta	|Place_ID: 114040531939575	|Address: [Null]	|City: [Null]	|Latitude: 36.5056	|Longitude: -81.1217
Post_ID: 2764271047776116600	|Post_Code: CZcqd9Jl594	|Place_Name: Appalachian National Scenic Trail	|Short_Name: Appalachian National Scenic Trail	|Place_ID: 363620687512834	|Address: [Null]	|City: [Null]	|Latitude: 41.7678757783	|Longitude: -73.4381890794
Post_ID: 2764266473392583950	|Post_Code: CZcpbY7FjUO	|Place_Name: Amicalola Falls	|Short_Name: Amicalola Falls	|Place_ID: 108259619204806	|Address: [Null]	|City: [Null]	|Latitude: 34.5669730318	|Longitude: -84.2445586994
Post_ID: 2764264146753293647	|Post_Code: CZco5iElA1P	|Place_Name: North Carolina	|Short_Name: North Carolina	|Place_ID: 104083326294266	|Address: [Null]	|City: [Null]	|Latitude: 35.5	|Longitude: -80.0
Post_ID: 2764231164736226903	|Post_Code: CZchZlLKsZX	|Place_Name: Appalachian National Scenic Trail	|Short_Name: Appalachian National Scenic Trail	|Place_ID: 363620687512834	|Address: [Null]	|City: [Null]	|Latitude: 41.7678757783	|Longitude: -73.4381890794
Post_ID: 2764230577599304914	|Post_Code: CZchRCXFFTS	|Place_Name: Dicks Creek Gap	|Short_Name: Dicks Creek Gap	|Place_ID: 142865242561003	|Address: [Null]	|City: [Null]	|Latitude: 35.1825090777	|Longitude: -83.3771309909
Post_ID: 2764222074965004795	|Post_Code: CZcfVTqlRH7	|Place_Name: Secret Shelter	|Short_Name: Secret Shelter	|Place_ID: 362444300492451	|Address: [Null]	|City: [Null]	|Latitude: 41.3094077586	|Longitude: -74.5853611362
Post_ID: 2764219446973491918	|Post_Code: CZcevEKFOrO	|Place_Name: Amicalola Falls State Park &amp; Lodge	|Short_Name: Amicalola Falls State Park &amp; Lodge	|Place_ID: 115158441879505	|Address: 418 Amicalola Falls Lodge Road	|City: Dawsonville, GA	|Latitude: 34.5653982066	|Longitude: -84.2426383197
Post_ID: 2764214846326402569	|Post_Code: CZcdsHeJW4J	|Place_Name: Art First	|Short_Name: Art First	|Place_ID: 96675412476	|Address: 824 Caroline Street Suite #1	|City: Fredericksburg, VA	|Latitude: 38.3042170473	|Longitude: -77.461681366
Post_ID: 2764177415593107583	|Post_Code: CZcVLbYlaB_	|Place_Name: West Virginia	|Short_Name: West Virginia	|Place_ID: 112083625475436	|Address: [Null]	|City: [Null]	|Latitude: 39.0	|Longitude: -80.5
Post_ID: 2764170156622654859	|Post_Code: CZcThy8Oq2L	|Place_Name: Blue Ridge Mountains, NC	|Short_Name: Blue Ridge Mountains	|Place_ID: 138258729572707	|Address: [Null]	|City: Asheville, NC	|Latitude: 35.50664168	|Longitude: -82.57506984
Post_ID: 2764168784254668793	|Post_Code: CZcTN00uQ_5	|Place_Name: Great Smoky Mountains National Park	|Short_Name: Great Smoky Mountains National Park	|Place_ID: 130618693662136	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2764167690134532620	|Post_Code: CZcS952FLIM	|Place_Name: Virginia	|Short_Name: Virginia	|Place_ID: 109564639069465	|Address: [Null]	|City: [Null]	|Latitude: 37.5	|Longitude: -79.0
Post_ID: 2764165956989036893	|Post_Code: CZcSkrujyld	|Place_Name: Asheville N.C	|Short_Name: Asheville N.C	|Place_ID: 635750490232731	|Address: [Null]	|City: [Null]	|Latitude: 35.5799	|Longitude: -82.5558
Post_ID: 2764156827267081430	|Post_Code: CZcQf1AuaTW	|Place_Name: Appalachian Mountains	|Short_Name: Appalachian Mountains	|Place_ID: 108569239165348	|Address: [Null]	|City: [Null]	|Latitude: 35.7647222222	|Longitude: -82.2652777778
Post_ID: 2764154304928802102	|Post_Code: CZcP7H5peU2	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: [Null]	|City: [Null]	|Latitude: 39.1119300433	|Longitude: -77.856257056
Post_ID: 2764150093963993916	|Post_Code: CZcO92IliM8	|Place_Name: Nashville, Tennessee	|Short_Name: Nashville	|Place_ID: 106220079409935	|Address: [Null]	|City: [Null]	|Latitude: 36.1651	|Longitude: -86.7837
Post_ID: 2764146249835664076	|Post_Code: CZcOF6ArtLM	|Place_Name: Damascus, Virginia	|Short_Name: Damascus	|Place_ID: 108242672533835	|Address: [Null]	|City: [Null]	|Latitude: 36.6339	|Longitude: -81.787
Post_ID: 2764144331176897720	|Post_Code: CZcNp_HtWy4	|Place_Name: Życie Ci Ucieka	|Short_Name: Życie Ci Ucieka	|Place_ID: 100907825074948	|Address: [Null]	|City: [Null]	|Latitude: -1.0	|Longitude: -1.0
Post_ID: 2764119403857434892	|Post_Code: CZcH_Pvr9kM	|Place_Name: Mount Cube	|Short_Name: Mount Cube	|Place_ID: 105584669499102	|Address: [Null]	|City: Lyme, New Hampshire	|Latitude: 43.8857143004	|Longitude: -72.0235835083
Post_ID: 2764112666404311934	|Post_Code: CZcGdNAL9N-	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: [Null]	|City: [Null]	|Latitude: 39.1119300433	|Longitude: -77.856257056
Post_ID: 2764107218959628347	|Post_Code: CZcFN7rLng7	|Place_Name: Vogel State Park	|Short_Name: Vogel State Park	|Place_ID: 105752272792598	|Address: 405 Vogel State Park Rd	|City: [Null]	|Latitude: 34.7649590015	|Longitude: -83.9230205665
Post_ID: 2764105045479714340	|Post_Code: CZcEuTdru4k	|Place_Name: Blood Mountain, GA - Appalachian Trail	|Short_Name: Blood Mountain	|Place_ID: 180293245347651	|Address: [Null]	|City: Blairsville, GA	|Latitude: 34.73522653	|Longitude: -83.918040089
Post_ID: 2764098188354759750	|Post_Code: CZcDKhRL6xG	|Place_Name: Carver's Gap, Roan Mountain State Park	|Short_Name: Carver's Gap	|Place_ID: 274246999427510	|Address: [Null]	|City: Carter County, Tn	|Latitude: 36.1095425572	|Longitude: -82.110218145
Post_ID: 2764087310225812355	|Post_Code: CZcAsOOLKuD	|Place_Name: New Hampshire	|Short_Name: New Hampshire	|Place_ID: 105486989486087	|Address: [Null]	|City: [Null]	|Latitude: 44.0	|Longitude: -71.5
Post_ID: 2764079033698950738	|Post_Code: CZb-zyGux5S	|Place_Name: Tennessee/North Carolina Border	|Short_Name: Tennessee/North Carolina Border	|Place_ID: 340396169853421	|Address: [Null]	|City: [Null]	|Latitude: 36.2673116568	|Longitude: -82.006850812
Post_ID: 2764069863741523856	|Post_Code: CZb8uV6rQeQ	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: [Null]	|City: [Null]	|Latitude: 39.1119300433	|Longitude: -77.856257056
Post_ID: 2764068292756577468	|Post_Code: CZb8Xe0rRy8	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 133151754013761	|Address: [Null]	|City: [Null]	|Latitude: 39.1119300433	|Longitude: -77.856257056
Post_ID: 2764045705951488821	|Post_Code: CZb3OzOLqs1	|Place_Name: Franconia Ridge Trail	|Short_Name: Franconia Ridge Trail	|Place_ID: 139378786099653	|Address: [Null]	|City: Franconia, New Hampshire	|Latitude: 44.1406012705	|Longitude: -71.6456329543
Post_ID: 2764042430334953169	|Post_Code: CZb2fIkOObR	|Place_Name: Appalachian trail mt holly Springs	|Short_Name: Appalachian trail mt holly Springs	|Place_ID: 139687903435588	|Address: [Null]	|City: [Null]	|Latitude: 40.2185313	|Longitude: -76.9724078
Post_ID: 2764034972408743487	|Post_Code: CZb0ym1LgY_	|Place_Name: Continental Divide Trail	|Short_Name: Continental Divide Trail	|Place_ID: 250505095644737	|Address: [Null]	|City: [Null]	|Latitude: 39.4788768732	|Longitude: -105.9179163333
Post_ID: 2764017050232308506	|Post_Code: CZbwtzgOEMa	|Place_Name: Bear Mountain State Park	|Short_Name: Bear Mountain State Park	|Place_ID: 103147373058974	|Address: 55 Hessian Dr	|City: Bear Mountain	|Latitude: 41.3132904565	|Longitude: -73.9978581907
Post_ID: 2764017015453296270	|Post_Code: CZbwtTHOqaO	|Place_Name: Appalachian Trail	|Short_Name: Appalachian Trail	|Place_ID: 122691141773222	|Address: [Null]	|City: [Null]	|Latitude: 43.7010925	|Longitude: -72.2895166699
Post_ID: 2763981638159992012	|Post_Code: CZboqfcOoTM	|Place_Name: Observation Point	|Short_Name: Observation Point	|Place_ID: 105787829479909	|Address: Weeping Rock Trailhead	|City: Zion Lodge, Utah	|Latitude: 37.2783060291	|Longitude: -112.940377137
Post_ID: 2705996746789450339	|Post_Code: CWNobRHv3Jj	|Place_Name: Smoky Mountain National Park	|Short_Name: Smoky Mountain National Park	|Place_ID: 241397189337579	|Address: [Null]	|City: Gatlinburg, Tennessee	|Latitude: 35.7513356209	|Longitude: -83.3907955885
Post_ID: 2666602960157834737	|Post_Code: CUBrUOVNn3x	|Place_Name: Appalachian Trail Via Lehigh Gap	|Short_Name: Appalachian Trail Via Lehigh Gap	|Place_ID: 2151044944907234	|Address: [Null]	|City: [Null]	|Latitude: 40.782531	|Longitude: -75.619064
Post_ID: 2415459191664021960	|Post_Code: CGFb1ZQlhHI	|Place_Name: Ashfield, Pennsylvania	|Short_Name: Ashfield	|Place_ID: 115421545134610	|Address: [Null]	|City: [Null]	|Latitude: 40.7844	|Longitude: -75.7139
Post_ID: 2763806709099235122	|Post_Code: CZbA48Ds4cy	|Place_Name: Appalachian Trail - Ashby Gap trailhead	|Short_Name: Appalachian Trail - Ashby Gap trailhead	|Place_ID: 449805498876087	|Address: [Null]	|City: Boyce, Virginia	|Latitude: 39.0025636481	|Longitude: -77.9806654421
